user_id,item_list
548,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Die Hard (1988)|userCF_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Raiders of the Lost Ark (1981)|userCF_rec;Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Terminator 2: Judgment Day (1991)|userCF_rec;Princess Bride, The (1987)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Forrest Gump (1994)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;Close Shave, A (1995)|userCF_rec;Hunt for Red October, The (1990)|userCF_rec;Blues Brothers, The (1980)|userCF_rec"
549,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Shawshank Redemption, The (1994)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Silence of the Lambs, The (1991)|userCF_rec;Casablanca (1942)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Rear Window (1954)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Braveheart (1995)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Godfather, The (1972)|hotest_rec;Manchurian Candidate, The (1962)|userCF_rec;Shall We Dance? (1996)|userCF_rec;Close Shave, A (1995)|userCF_rec;Third Man, The (1949)|userCF_rec;Raiders of the Lost Ark (1981)|userCF_rec"
550,"Close Shave, A (1995)|userCF_rec;Toy Story (1995)|manual_rec;Schindler's List (1993)|hotest_rec;GoldenEye (1995)|manual_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;L.A. Confidential (1997)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;North by Northwest (1959)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Strictly Ballroom (1992)|userCF_rec;Godfather, The (1972)|hotest_rec;Citizen Kane (1941)|userCF_rec"
551,"Toy Story (1995)|manual_rec;Boot, Das (1981)|userCF_rec;North by Northwest (1959)|userCF_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Wrong Trousers, The (1993)|userCF_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;Third Man, The (1949)|userCF_rec;Some Folks Call It a Sling Blade (1993)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Sunset Blvd. (1950)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Once Were Warriors (1994)|userCF_rec;Annie Hall (1977)|userCF_rec;Graduate, The (1967)|userCF_rec;Grand Day Out, A (1992)|userCF_rec"
552,"Shawshank Redemption, The (1994)|userCF_rec;North by Northwest (1959)|userCF_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Braveheart (1995)|userCF_rec;Roman Holiday (1953)|userCF_rec;As Good As It Gets (1997)|userCF_rec"
553,"Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Toy Story (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;GoldenEye (1995)|manual_rec;Rear Window (1954)|hotest_rec;Four Rooms (1995)|manual_rec;Wrong Trousers, The (1993)|userCF_rec;Good Will Hunting (1997)|userCF_rec;Usual Suspects, The (1995)|userCF_rec;Close Shave, A (1995)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Get Shorty (1995)|manual_rec;Godfather, The (1972)|userCF_rec;Pather Panchali (1955)|userCF_rec;Secrets & Lies (1996)|userCF_rec;M (1931)|userCF_rec;Copycat (1995)|manual_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec"
554,"Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;Casablanca (1942)|hotest_rec;GoldenEye (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Rear Window (1954)|hotest_rec;Copycat (1995)|manual_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Lawrence of Arabia (1962)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;Close Shave, A (1995)|userCF_rec;Godfather, The (1972)|hotest_rec;Glory (1989)|userCF_rec;It's a Wonderful Life (1946)|userCF_rec;Third Man, The (1949)|userCF_rec;Mr. Smith Goes to Washington (1939)|userCF_rec"
555,"Toy Story (1995)|manual_rec;Casablanca (1942)|userCF_rec;Close Shave, A (1995)|userCF_rec;Third Man, The (1949)|userCF_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Psycho (1960)|userCF_rec;Schindler's List (1993)|hotest_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Bridge on the River Kwai, The (1957)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;As Good As It Gets (1997)|userCF_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Citizen Kane (1941)|userCF_rec;Godfather, The (1972)|hotest_rec;12 Angry Men (1957)|userCF_rec;Maltese Falcon, The (1941)|userCF_rec"
556,"Schindler's List (1993)|hotest_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Toy Story (1995)|manual_rec;Close Shave, A (1995)|userCF_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Good Will Hunting (1997)|userCF_rec;Get Shorty (1995)|manual_rec;Wrong Trousers, The (1993)|userCF_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Copycat (1995)|manual_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raise the Red Lantern (1991)|userCF_rec;Titanic (1997)|userCF_rec;Glory (1989)|userCF_rec"
557,"Toy Story (1995)|manual_rec;Casablanca (1942)|userCF_rec;Schindler's List (1993)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Usual Suspects, The (1995)|hotest_rec;Copycat (1995)|manual_rec;North by Northwest (1959)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec;Star Wars (1977)|hotest_rec;Bridge on the River Kwai, The (1957)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;Amadeus (1984)|userCF_rec;Third Man, The (1949)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|userCF_rec;Close Shave, A (1995)|userCF_rec"
558,"Wrong Trousers, The (1993)|userCF_rec;Blade Runner (1982)|userCF_rec;Toy Story (1995)|manual_rec;Third Man, The (1949)|userCF_rec;Casablanca (1942)|userCF_rec;GoldenEye (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Grand Day Out, A (1992)|userCF_rec;Four Rooms (1995)|manual_rec;Close Shave, A (1995)|userCF_rec;Get Shorty (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Copycat (1995)|manual_rec;Boot, Das (1981)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;Bridge on the River Kwai, The (1957)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;Killing Fields, The (1984)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec"
559,"Wrong Trousers, The (1993)|userCF_rec;North by Northwest (1959)|userCF_rec;Close Shave, A (1995)|userCF_rec;Silence of the Lambs, The (1991)|userCF_rec;Toy Story (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Rebecca (1940)|userCF_rec;GoldenEye (1995)|manual_rec;Casablanca (1942)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Terminator 2: Judgment Day (1991)|userCF_rec;Four Rooms (1995)|manual_rec;12 Angry Men (1957)|userCF_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;African Queen, The (1951)|userCF_rec;Rear Window (1954)|hotest_rec;Star Wars (1977)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Godfather, The (1972)|hotest_rec"
560,"Schindler's List (1993)|hotest_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Shawshank Redemption, The (1994)|userCF_rec;Toy Story (1995)|manual_rec;Close Shave, A (1995)|userCF_rec;GoldenEye (1995)|manual_rec;Empire Strikes Back, The (1980)|userCF_rec;Secrets & Lies (1996)|userCF_rec;Four Rooms (1995)|manual_rec;Manchurian Candidate, The (1962)|userCF_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|userCF_rec;Casablanca (1942)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Rear Window (1954)|userCF_rec;Some Folks Call It a Sling Blade (1993)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec"
561,"Toy Story (1995)|manual_rec;Schindler's List (1993)|hotest_rec;GoldenEye (1995)|manual_rec;Close Shave, A (1995)|userCF_rec;Casablanca (1942)|hotest_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Copycat (1995)|manual_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Ran (1985)|userCF_rec;Full Monty, The (1997)|userCF_rec;Godfather, The (1972)|hotest_rec;Citizen Kane (1941)|userCF_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Three Colors: Red (1994)|userCF_rec;Good, The Bad and The Ugly, The (1966)|userCF_rec;Down by Law (1986)|userCF_rec"
562,"Toy Story (1995)|manual_rec;Schindler's List (1993)|hotest_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Shall We Dance? (1996)|userCF_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|userCF_rec;Casablanca (1942)|hotest_rec;High Noon (1952)|userCF_rec;Man Who Would Be King, The (1975)|userCF_rec;Close Shave, A (1995)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;It Happened One Night (1934)|userCF_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Magnificent Seven, The (1954)|userCF_rec;Godfather, The (1972)|hotest_rec;Killing Fields, The (1984)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec"
563,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Usual Suspects, The (1995)|hotest_rec;Copycat (1995)|manual_rec;Star Wars (1977)|hotest_rec;Braveheart (1995)|userCF_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;North by Northwest (1959)|userCF_rec;Good Will Hunting (1997)|userCF_rec;Raiders of the Lost Ark (1981)|userCF_rec;Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|userCF_rec;Some Folks Call It a Sling Blade (1993)|userCF_rec"
564,"Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Four Rooms (1995)|manual_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Terminator 2: Judgment Day (1991)|userCF_rec;North by Northwest (1959)|userCF_rec;Third Man, The (1949)|userCF_rec;It's a Wonderful Life (1946)|userCF_rec;Mr. Smith Goes to Washington (1939)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec;Terminator, The (1984)|userCF_rec;Close Shave, A (1995)|userCF_rec"
565,"Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Toy Story (1995)|manual_rec;Rear Window (1954)|userCF_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Raiders of the Lost Ark (1981)|userCF_rec;Close Shave, A (1995)|userCF_rec;Get Shorty (1995)|manual_rec;12 Angry Men (1957)|userCF_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Bridge on the River Kwai, The (1957)|userCF_rec;Godfather, The (1972)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;Princess Bride, The (1987)|userCF_rec"
566,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Secrets & Lies (1996)|userCF_rec;Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Close Shave, A (1995)|userCF_rec;Apocalypse Now (1979)|userCF_rec;L.A. Confidential (1997)|userCF_rec;Clockwork Orange, A (1971)|userCF_rec;Paths of Glory (1957)|userCF_rec;Laura (1944)|userCF_rec;Graduate, The (1967)|userCF_rec;Face/Off (1997)|userCF_rec"
567,"Schindler's List (1993)|hotest_rec;Sunset Blvd. (1950)|userCF_rec;Toy Story (1995)|manual_rec;Apocalypse Now (1979)|userCF_rec;Casablanca (1942)|hotest_rec;Good Will Hunting (1997)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;High Noon (1952)|userCF_rec;Copycat (1995)|manual_rec;Wrong Trousers, The (1993)|userCF_rec;Rear Window (1954)|hotest_rec;Wings of Desire (1987)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Treasure of the Sierra Madre, The (1948)|userCF_rec;Persuasion (1995)|userCF_rec;M (1931)|userCF_rec;Secrets & Lies (1996)|userCF_rec"
568,"Wrong Trousers, The (1993)|userCF_rec;Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Close Shave, A (1995)|userCF_rec;Four Rooms (1995)|manual_rec;L.A. Confidential (1997)|userCF_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Killing Fields, The (1984)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|userCF_rec;Some Folks Call It a Sling Blade (1993)|userCF_rec;Cinema Paradiso (1988)|userCF_rec;Monty Python and the Holy Grail (1974)|userCF_rec"
569,"Toy Story (1995)|manual_rec;Close Shave, A (1995)|userCF_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Schindler's List (1993)|userCF_rec;Casablanca (1942)|userCF_rec;Get Shorty (1995)|manual_rec;Wrong Trousers, The (1993)|userCF_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Lawrence of Arabia (1962)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|userCF_rec;Godfather, The (1972)|hotest_rec;Good Will Hunting (1997)|userCF_rec"
570,"Wrong Trousers, The (1993)|userCF_rec;Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Casablanca (1942)|hotest_rec;Get Shorty (1995)|manual_rec;Shawshank Redemption, The (1994)|userCF_rec;Apocalypse Now (1979)|userCF_rec;Copycat (1995)|manual_rec;Rear Window (1954)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;Raise the Red Lantern (1991)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Godfather: Part II, The (1974)|userCF_rec;Fargo (1996)|userCF_rec;Titanic (1997)|userCF_rec"
571,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Schindler's List (1993)|userCF_rec;Casablanca (1942)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;Titanic (1997)|userCF_rec;Usual Suspects, The (1995)|userCF_rec;Get Shorty (1995)|manual_rec;Citizen Kane (1941)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Copycat (1995)|manual_rec;Rear Window (1954)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Lawrence of Arabia (1962)|userCF_rec;Close Shave, A (1995)|userCF_rec;Bridge on the River Kwai, The (1957)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Some Folks Call It a Sling Blade (1993)|userCF_rec"
572,"Blade Runner (1982)|userCF_rec;Third Man, The (1949)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Schindler's List (1993)|userCF_rec;Boot, Das (1981)|userCF_rec;Four Rooms (1995)|manual_rec;Godfather, The (1972)|userCF_rec;Get Shorty (1995)|manual_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Amadeus (1984)|userCF_rec;Casablanca (1942)|hotest_rec;Close Shave, A (1995)|userCF_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec"
573,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;Close Shave, A (1995)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Monty Python and the Holy Grail (1974)|userCF_rec;Secrets & Lies (1996)|userCF_rec;Wild Bunch, The (1969)|userCF_rec"
574,"Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;Casablanca (1942)|hotest_rec;GoldenEye (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Star Wars (1977)|userCF_rec;Close Shave, A (1995)|userCF_rec;Silence of the Lambs, The (1991)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Copycat (1995)|manual_rec;To Kill a Mockingbird (1962)|hotest_rec;Raiders of the Lost Ark (1981)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Godfather, The (1972)|hotest_rec;It's a Wonderful Life (1946)|userCF_rec;Third Man, The (1949)|userCF_rec;North by Northwest (1959)|userCF_rec"
575,"Wrong Trousers, The (1993)|userCF_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Boot, Das (1981)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;12 Angry Men (1957)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;Third Man, The (1949)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|userCF_rec;Vertigo (1958)|userCF_rec;It's a Wonderful Life (1946)|userCF_rec;Close Shave, A (1995)|userCF_rec;Bridge on the River Kwai, The (1957)|userCF_rec;North by Northwest (1959)|userCF_rec"
576,"Toy Story (1995)|manual_rec;Schindler's List (1993)|userCF_rec;Raiders of the Lost Ark (1981)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec;Shawshank Redemption, The (1994)|userCF_rec;GoldenEye (1995)|manual_rec;Third Man, The (1949)|userCF_rec;Four Rooms (1995)|manual_rec;Casablanca (1942)|hotest_rec;Get Shorty (1995)|manual_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Copycat (1995)|manual_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Braveheart (1995)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Close Shave, A (1995)|userCF_rec;Titanic (1997)|userCF_rec;Boot, Das (1981)|userCF_rec"
577,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Third Man, The (1949)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Cinema Paradiso (1988)|userCF_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;Bridge on the River Kwai, The (1957)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;12 Angry Men (1957)|userCF_rec;Boot, Das (1981)|userCF_rec;Paths of Glory (1957)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec;Affair to Remember, An (1957)|userCF_rec;Close Shave, A (1995)|userCF_rec"
578,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Braveheart (1995)|userCF_rec;Schindler's List (1993)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|userCF_rec;Casablanca (1942)|hotest_rec;Rear Window (1954)|hotest_rec;Star Wars (1977)|hotest_rec;Third Man, The (1949)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;Close Shave, A (1995)|userCF_rec;Raiders of the Lost Ark (1981)|userCF_rec;As Good As It Gets (1997)|userCF_rec;Cinema Paradiso (1988)|userCF_rec"
